,Insoluble fiber,Soluble fiber,Protein,Carbs,Fat,Water,Ash,Exp. oil retention,Exp. Water retention final,Bulk density,Tapped density,Biscuit breaking point,Crème viscosity,L,a,b,C,h,Binding capacity (micromolar),D 4 3 - Volume weighted mean (particle size),Specific surface area,Crème max texture,Crème min texture,Cellulose,Hemicellulose,Maltodextrine,Pectin,Lignin,Fructans,bioaccessibility
0,1e-06,90.0,17.91,137.5,24.78,74.03,1.5999999999999999,2.2,1e-06,0.603013333,0.64516129,1802.0,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,1e-06,120.6485,0.1495,68.16666667,-33.33333333,1e-06,1e-06,1e-06,1e-06,1e-06,90.0,37.56352936
1,1e-06,90.0,17.91,137.5,24.78,74.03,1.5999999999999999,2.2,1e-06,0.603013333,0.64516129,1802.0,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,1e-06,120.6485,0.1495,68.16666667,-33.33333333,1e-06,1e-06,1e-06,1e-06,1e-06,90.0,39.49432869
2,1e-06,90.0,17.91,137.5,24.78,74.03,1.5999999999999999,2.2,1e-06,0.603013333,0.64516129,1802.0,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,1e-06,120.6485,0.1495,68.16666667,-33.33333333,1e-06,1e-06,1e-06,1e-06,1e-06,90.0,44.69993347
3,1e-06,90.0,17.91,137.5,24.78,74.03,1.5999999999999999,2.2,1e-06,0.603013333,0.64516129,1802.0,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,1e-06,120.6485,0.1495,68.16666667,-33.33333333,1e-06,1e-06,1e-06,1e-06,1e-06,90.0,39.70018908
4,1e-06,90.0,17.91,137.5,24.78,74.03,1.5999999999999999,2.2,1e-06,0.603013333,0.64516129,1802.0,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,1e-06,120.6485,0.1495,68.16666667,-33.33333333,1e-06,1e-06,1e-06,1e-06,1e-06,90.0,40.95172242
5,1e-06,90.0,17.91,137.5,24.78,74.03,1.5999999999999999,2.2,1e-06,0.603013333,0.64516129,1802.0,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,1e-06,120.6485,0.1495,68.16666667,-33.33333333,1e-06,1e-06,1e-06,1e-06,1e-06,90.0,38.44360632
6,1e-06,90.0,17.91,137.5,24.78,74.03,1.5999999999999999,2.2,1e-06,0.603013333,0.64516129,1802.0,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,1e-06,120.6485,0.1495,68.16666667,-33.33333333,1e-06,1e-06,1e-06,1e-06,1e-06,90.0,38.02035025
7,1e-06,90.0,17.91,137.5,24.78,74.03,1.5999999999999999,2.2,1e-06,0.603013333,0.64516129,1802.0,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,1e-06,120.6485,0.1495,68.16666667,-33.33333333,1e-06,1e-06,1e-06,1e-06,1e-06,90.0,35.40086318
8,1e-06,90.0,17.91,137.5,24.78,74.03,1.5999999999999999,2.2,1e-06,0.603013333,0.64516129,1802.0,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,1e-06,120.6485,0.1495,68.16666667,-33.33333333,1e-06,1e-06,1e-06,1e-06,1e-06,90.0,42.07069283
9,1e-06,90.0,17.91,137.5,24.78,74.03,1.5999999999999999,2.2,1e-06,0.603013333,0.64516129,1802.0,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,1e-06,120.6485,0.1495,68.16666667,-33.33333333,1e-06,1e-06,1e-06,1e-06,1e-06,90.0,39.18173026
10,1e-06,90.0,17.91,137.5,24.78,74.03,1.5999999999999999,2.2,1e-06,0.603013333,0.64516129,1802.0,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,1e-06,120.6485,0.1495,68.16666667,-33.33333333,1e-06,1e-06,1e-06,1e-06,1e-06,90.0,43.66200775
11,1e-06,90.0,17.91,137.5,24.78,74.03,1.5999999999999999,2.2,1e-06,0.603013333,0.64516129,1802.0,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,1e-06,120.6485,0.1495,68.16666667,-33.33333333,1e-06,1e-06,1e-06,1e-06,1e-06,90.0,38.43394125
12,1e-06,90.0,17.91,137.5,24.78,74.03,1.5999999999999999,2.2,1e-06,0.603013333,0.64516129,1802.0,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,1e-06,120.6485,0.1495,68.16666667,-33.33333333,1e-06,1e-06,1e-06,1e-06,1e-06,90.0,46.04897157
13,1e-06,90.0,17.91,137.5,24.78,74.03,1.5999999999999999,2.2,1e-06,0.603013333,0.64516129,1802.0,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,1e-06,120.6485,0.1495,68.16666667,-33.33333333,1e-06,1e-06,1e-06,1e-06,1e-06,90.0,39.76268611
14,1e-06,90.0,17.91,137.5,24.78,74.03,1.5999999999999999,2.2,1e-06,0.603013333,0.64516129,1802.0,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,1e-06,120.6485,0.1495,68.16666667,-33.33333333,1e-06,1e-06,1e-06,1e-06,1e-06,90.0,43.4672985
15,1e-06,90.0,17.91,137.5,24.78,74.03,1.5999999999999999,2.2,1e-06,0.603013333,0.64516129,1802.0,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,1e-06,120.6485,0.1495,68.16666667,-33.33333333,1e-06,1e-06,1e-06,1e-06,1e-06,90.0,43.85443669
16,1e-06,90.0,17.91,137.5,24.78,74.03,1.5999999999999999,2.2,1e-06,0.603013333,0.64516129,1802.0,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,1e-06,120.6485,0.1495,68.16666667,-33.33333333,1e-06,1e-06,1e-06,1e-06,1e-06,90.0,46.15231709
17,1e-06,90.0,17.91,137.5,24.78,74.03,1.5999999999999999,2.2,1e-06,0.603013333,0.64516129,1802.0,5831,92.62333333,-10.58333333,18.76,21.54666667,119.3666667,1e-06,120.6485,0.1495,68.16666667,-33.33333333,1e-06,1e-06,1e-06,1e-06,1e-06,90.0,39.49394029
18,100.0,1e-06,17.91,127.5,24.78,71.03,1.4,3.0,2.2264,0.368313333,0.465116279,2361.0,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260.0,91.461,0.1435,165.6666667,-90.0,100.0,1e-06,1e-06,1e-06,1e-06,1e-06,45.92088486
19,100.0,1e-06,17.91,127.5,24.78,71.03,1.4,3.0,2.2264,0.368313333,0.465116279,2361.0,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260.0,91.461,0.1435,165.6666667,-90.0,100.0,1e-06,1e-06,1e-06,1e-06,1e-06,48.40400031
20,100.0,1e-06,17.91,127.5,24.78,71.03,1.4,3.0,2.2264,0.368313333,0.465116279,2361.0,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260.0,91.461,0.1435,165.6666667,-90.0,100.0,1e-06,1e-06,1e-06,1e-06,1e-06,42.17734207
21,100.0,1e-06,17.91,127.5,24.78,71.03,1.4,3.0,2.2264,0.368313333,0.465116279,2361.0,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260.0,91.461,0.1435,165.6666667,-90.0,100.0,1e-06,1e-06,1e-06,1e-06,1e-06,40.76677416
22,100.0,1e-06,17.91,127.5,24.78,71.03,1.4,3.0,2.2264,0.368313333,0.465116279,2361.0,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260.0,91.461,0.1435,165.6666667,-90.0,100.0,1e-06,1e-06,1e-06,1e-06,1e-06,46.7897888
23,100.0,1e-06,17.91,127.5,24.78,71.03,1.4,3.0,2.2264,0.368313333,0.465116279,2361.0,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260.0,91.461,0.1435,165.6666667,-90.0,100.0,1e-06,1e-06,1e-06,1e-06,1e-06,46.75686495
24,100.0,1e-06,17.91,127.5,24.78,71.03,1.4,3.0,2.2264,0.368313333,0.465116279,2361.0,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260.0,91.461,0.1435,165.6666667,-90.0,100.0,1e-06,1e-06,1e-06,1e-06,1e-06,46.25551454
25,100.0,1e-06,17.91,127.5,24.78,71.03,1.4,3.0,2.2264,0.368313333,0.465116279,2361.0,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260.0,91.461,0.1435,165.6666667,-90.0,100.0,1e-06,1e-06,1e-06,1e-06,1e-06,41.63705737
26,100.0,1e-06,17.91,127.5,24.78,71.03,1.4,3.0,2.2264,0.368313333,0.465116279,2361.0,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260.0,91.461,0.1435,165.6666667,-90.0,100.0,1e-06,1e-06,1e-06,1e-06,1e-06,50.29935768
27,100.0,1e-06,17.91,127.5,24.78,71.03,1.4,3.0,2.2264,0.368313333,0.465116279,2361.0,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260.0,91.461,0.1435,165.6666667,-90.0,100.0,1e-06,1e-06,1e-06,1e-06,1e-06,46.8012185
28,100.0,1e-06,17.91,127.5,24.78,71.03,1.4,3.0,2.2264,0.368313333,0.465116279,2361.0,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260.0,91.461,0.1435,165.6666667,-90.0,100.0,1e-06,1e-06,1e-06,1e-06,1e-06,46.91298975
29,100.0,1e-06,17.91,127.5,24.78,71.03,1.4,3.0,2.2264,0.368313333,0.465116279,2361.0,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260.0,91.461,0.1435,165.6666667,-90.0,100.0,1e-06,1e-06,1e-06,1e-06,1e-06,51.36748634
30,100.0,1e-06,17.91,127.5,24.78,71.03,1.4,3.0,2.2264,0.368313333,0.465116279,2361.0,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260.0,91.461,0.1435,165.6666667,-90.0,100.0,1e-06,1e-06,1e-06,1e-06,1e-06,43.53402764
31,100.0,1e-06,17.91,127.5,24.78,71.03,1.4,3.0,2.2264,0.368313333,0.465116279,2361.0,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260.0,91.461,0.1435,165.6666667,-90.0,100.0,1e-06,1e-06,1e-06,1e-06,1e-06,47.60065256
32,100.0,1e-06,17.91,127.5,24.78,71.03,1.4,3.0,2.2264,0.368313333,0.465116279,2361.0,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260.0,91.461,0.1435,165.6666667,-90.0,100.0,1e-06,1e-06,1e-06,1e-06,1e-06,48.00067158
33,100.0,1e-06,17.91,127.5,24.78,71.03,1.4,3.0,2.2264,0.368313333,0.465116279,2361.0,14713,67.70666667,16.75333333,25.30666667,30.35333333,56.49333333,260.0,91.461,0.1435,165.6666667,-90.0,100.0,1e-06,1e-06,1e-06,1e-06,1e-06,44.23556934
34,1e-06,89.0,17.91,135.5,24.78,71.03,1.4,2.2,1e-06,0.524026667,0.625,1774.0,4643,70.1,15.70666667,23.55666667,28.31333333,56.31333333,1e-06,132.4036,0.1766,55.66666667,-25.16666667,1e-06,1e-06,1e-06,1e-06,1e-06,100.0,35.23145598
35,1e-06,89.0,17.91,135.5,24.78,71.03,1.4,2.2,1e-06,0.524026667,0.625,1774.0,4643,70.1,15.70666667,23.55666667,28.31333333,56.31333333,1e-06,132.4036,0.1766,55.66666667,-25.16666667,1e-06,1e-06,1e-06,1e-06,1e-06,100.0,40.96041386
36,1e-06,89.0,17.91,135.5,24.78,71.03,1.4,2.2,1e-06,0.524026667,0.625,1774.0,4643,70.1,15.70666667,23.55666667,28.31333333,56.31333333,1e-06,132.4036,0.1766,55.66666667,-25.16666667,1e-06,1e-06,1e-06,1e-06,1e-06,100.0,42.16396693
37,1e-06,89.0,17.91,135.5,24.78,71.03,1.4,2.2,1e-06,0.524026667,0.625,1774.0,4643,70.1,15.70666667,23.55666667,28.31333333,56.31333333,1e-06,132.4036,0.1766,55.66666667,-25.16666667,1e-06,1e-06,1e-06,1e-06,1e-06,100.0,37.37161006
38,1e-06,89.0,17.91,135.5,24.78,71.03,1.4,2.2,1e-06,0.524026667,0.625,1774.0,4643,70.1,15.70666667,23.55666667,28.31333333,56.31333333,1e-06,132.4036,0.1766,55.66666667,-25.16666667,1e-06,1e-06,1e-06,1e-06,1e-06,100.0,44.2009925
39,1e-06,89.0,17.91,135.5,24.78,71.03,1.4,2.2,1e-06,0.524026667,0.625,1774.0,4643,70.1,15.70666667,23.55666667,28.31333333,56.31333333,1e-06,132.4036,0.1766,55.66666667,-25.16666667,1e-06,1e-06,1e-06,1e-06,1e-06,100.0,45.39052319
40,1e-06,89.0,17.91,135.5,24.78,71.03,1.4,2.2,1e-06,0.524026667,0.625,1774.0,4643,70.1,15.70666667,23.55666667,28.31333333,56.31333333,1e-06,132.4036,0.1766,55.66666667,-25.16666667,1e-06,1e-06,1e-06,1e-06,1e-06,100.0,40.88964133
41,1e-06,89.0,17.91,135.5,24.78,71.03,1.4,2.2,1e-06,0.524026667,0.625,1774.0,4643,70.1,15.70666667,23.55666667,28.31333333,56.31333333,1e-06,132.4036,0.1766,55.66666667,-25.16666667,1e-06,1e-06,1e-06,1e-06,1e-06,100.0,41.31521421
42,1e-06,89.0,17.91,135.5,24.78,71.03,1.4,2.2,1e-06,0.524026667,0.625,1774.0,4643,70.1,15.70666667,23.55666667,28.31333333,56.31333333,1e-06,132.4036,0.1766,55.66666667,-25.16666667,1e-06,1e-06,1e-06,1e-06,1e-06,100.0,40.4849059
43,1e-06,89.0,17.91,135.5,24.78,71.03,1.4,2.2,1e-06,0.524026667,0.625,1774.0,4643,70.1,15.70666667,23.55666667,28.31333333,56.31333333,1e-06,132.4036,0.1766,55.66666667,-25.16666667,1e-06,1e-06,1e-06,1e-06,1e-06,100.0,41.02351459
44,52.0,8.0,23.71,155.1,27.98,79.03,3.2,2.3,5.0975,0.411453333,0.689655172,1228.0,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320.0,64.59866667,0.409,296.8333333,-137.5,27.0,16.0,1e-06,6.0,10.0,1e-06,53.3776352
45,52.0,8.0,23.71,155.1,27.98,79.03,3.2,2.3,5.0975,0.411453333,0.689655172,1228.0,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320.0,64.59866667,0.409,296.8333333,-137.5,27.0,16.0,1e-06,6.0,10.0,1e-06,46.52743568
46,52.0,8.0,23.71,155.1,27.98,79.03,3.2,2.3,5.0975,0.411453333,0.689655172,1228.0,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320.0,64.59866667,0.409,296.8333333,-137.5,27.0,16.0,1e-06,6.0,10.0,1e-06,51.14461636
47,52.0,8.0,23.71,155.1,27.98,79.03,3.2,2.3,5.0975,0.411453333,0.689655172,1228.0,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320.0,64.59866667,0.409,296.8333333,-137.5,27.0,16.0,1e-06,6.0,10.0,1e-06,51.54776144
48,52.0,8.0,23.71,155.1,27.98,79.03,3.2,2.3,5.0975,0.411453333,0.689655172,1228.0,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320.0,64.59866667,0.409,296.8333333,-137.5,27.0,16.0,1e-06,6.0,10.0,1e-06,54.18232841
49,52.0,8.0,23.71,155.1,27.98,79.03,3.2,2.3,5.0975,0.411453333,0.689655172,1228.0,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320.0,64.59866667,0.409,296.8333333,-137.5,27.0,16.0,1e-06,6.0,10.0,1e-06,43.13150634
50,52.0,8.0,23.71,155.1,27.98,79.03,3.2,2.3,5.0975,0.411453333,0.689655172,1228.0,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320.0,64.59866667,0.409,296.8333333,-137.5,27.0,16.0,1e-06,6.0,10.0,1e-06,52.85486415
51,52.0,8.0,23.71,155.1,27.98,79.03,3.2,2.3,5.0975,0.411453333,0.689655172,1228.0,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320.0,64.59866667,0.409,296.8333333,-137.5,27.0,16.0,1e-06,6.0,10.0,1e-06,55.10827814
52,52.0,8.0,23.71,155.1,27.98,79.03,3.2,2.3,5.0975,0.411453333,0.689655172,1228.0,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320.0,64.59866667,0.409,296.8333333,-137.5,27.0,16.0,1e-06,6.0,10.0,1e-06,46.90636121
53,52.0,8.0,23.71,155.1,27.98,79.03,3.2,2.3,5.0975,0.411453333,0.689655172,1228.0,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320.0,64.59866667,0.409,296.8333333,-137.5,27.0,16.0,1e-06,6.0,10.0,1e-06,52.85088579
54,52.0,8.0,23.71,155.1,27.98,79.03,3.2,2.3,5.0975,0.411453333,0.689655172,1228.0,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320.0,64.59866667,0.409,296.8333333,-137.5,27.0,16.0,1e-06,6.0,10.0,1e-06,56.84115778
55,52.0,8.0,23.71,155.1,27.98,79.03,3.2,2.3,5.0975,0.411453333,0.689655172,1228.0,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320.0,64.59866667,0.409,296.8333333,-137.5,27.0,16.0,1e-06,6.0,10.0,1e-06,46.21916839
56,52.0,8.0,23.71,155.1,27.98,79.03,3.2,2.3,5.0975,0.411453333,0.689655172,1228.0,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320.0,64.59866667,0.409,296.8333333,-137.5,27.0,16.0,1e-06,6.0,10.0,1e-06,53.14036498
57,52.0,8.0,23.71,155.1,27.98,79.03,3.2,2.3,5.0975,0.411453333,0.689655172,1228.0,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320.0,64.59866667,0.409,296.8333333,-137.5,27.0,16.0,1e-06,6.0,10.0,1e-06,52.09419485
58,52.0,8.0,23.71,155.1,27.98,79.03,3.2,2.3,5.0975,0.411453333,0.689655172,1228.0,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320.0,64.59866667,0.409,296.8333333,-137.5,27.0,16.0,1e-06,6.0,10.0,1e-06,55.69846786
59,52.0,8.0,23.71,155.1,27.98,79.03,3.2,2.3,5.0975,0.411453333,0.689655172,1228.0,25000,46.99,22.76666667,36.72666667,43.21666667,58.20666667,320.0,64.59866667,0.409,296.8333333,-137.5,27.0,16.0,1e-06,6.0,10.0,1e-06,51.51771108
60,33.0,27.0,22.91,148.5,25.78,77.03,5.4,4.3,8.659933333,0.17038,0.229007634,2074.0,25000,84.51333333,8.52,23.55333333,25.04666667,70.11,100.0,37.0895,0.0428,317.8333333,-165.5,27.0,4.0,1e-06,27.0,5.0,1e-06,52.54007948
62,33.0,27.0,22.91,148.5,25.78,77.03,5.4,4.3,8.659933333,0.17038,0.229007634,2074.0,25000,84.51333333,8.52,23.55333333,25.04666667,70.11,100.0,37.0895,0.0428,317.8333333,-165.5,27.0,4.0,1e-06,27.0,5.0,1e-06,47.49829698
63,33.0,27.0,22.91,148.5,25.78,77.03,5.4,4.3,8.659933333,0.17038,0.229007634,2074.0,25000,84.51333333,8.52,23.55333333,25.04666667,70.11,100.0,37.0895,0.0428,317.8333333,-165.5,27.0,4.0,1e-06,27.0,5.0,1e-06,53.2129416
64,33.0,27.0,22.91,148.5,25.78,77.03,5.4,4.3,8.659933333,0.17038,0.229007634,2074.0,25000,84.51333333,8.52,23.55333333,25.04666667,70.11,100.0,37.0895,0.0428,317.8333333,-165.5,27.0,4.0,1e-06,27.0,5.0,1e-06,50.47328911
65,33.0,27.0,22.91,148.5,25.78,77.03,5.4,4.3,8.659933333,0.17038,0.229007634,2074.0,25000,84.51333333,8.52,23.55333333,25.04666667,70.11,100.0,37.0895,0.0428,317.8333333,-165.5,27.0,4.0,1e-06,27.0,5.0,1e-06,46.54664964
66,33.0,27.0,22.91,148.5,25.78,77.03,5.4,4.3,8.659933333,0.17038,0.229007634,2074.0,25000,84.51333333,8.52,23.55333333,25.04666667,70.11,100.0,37.0895,0.0428,317.8333333,-165.5,27.0,4.0,1e-06,27.0,5.0,1e-06,47.73662918
67,33.0,27.0,22.91,148.5,25.78,77.03,5.4,4.3,8.659933333,0.17038,0.229007634,2074.0,25000,84.51333333,8.52,23.55333333,25.04666667,70.11,100.0,37.0895,0.0428,317.8333333,-165.5,27.0,4.0,1e-06,27.0,5.0,1e-06,55.38728148
68,33.0,27.0,22.91,148.5,25.78,77.03,5.4,4.3,8.659933333,0.17038,0.229007634,2074.0,25000,84.51333333,8.52,23.55333333,25.04666667,70.11,100.0,37.0895,0.0428,317.8333333,-165.5,27.0,4.0,1e-06,27.0,5.0,1e-06,47.79282839
69,33.0,27.0,22.91,148.5,25.78,77.03,5.4,4.3,8.659933333,0.17038,0.229007634,2074.0,25000,84.51333333,8.52,23.55333333,25.04666667,70.11,100.0,37.0895,0.0428,317.8333333,-165.5,27.0,4.0,1e-06,27.0,5.0,1e-06,60.89083261
70,33.0,27.0,22.91,148.5,25.78,77.03,5.4,4.3,8.659933333,0.17038,0.229007634,2074.0,25000,84.51333333,8.52,23.55333333,25.04666667,70.11,100.0,37.0895,0.0428,317.8333333,-165.5,27.0,4.0,1e-06,27.0,5.0,1e-06,52.50978446
71,33.0,27.0,22.91,148.5,25.78,77.03,5.4,4.3,8.659933333,0.17038,0.229007634,2074.0,25000,84.51333333,8.52,23.55333333,25.04666667,70.11,100.0,37.0895,0.0428,317.8333333,-165.5,27.0,4.0,1e-06,27.0,5.0,1e-06,54.44757489
72,33.0,27.0,22.91,148.5,25.78,77.03,5.4,3.0,6.110233333,0.329193333,0.540540541,2156.0,17227,65.06333333,18.28666667,32.81666667,37.56666667,60.87333333,100.0,254.6355,0.2805,212.5,-114.1666667,27.0,4.0,1e-06,27.0,5.0,1e-06,53.84790478
73,33.0,27.0,22.91,148.5,25.78,77.03,5.4,3.0,6.110233333,0.329193333,0.540540541,2156.0,17227,65.06333333,18.28666667,32.81666667,37.56666667,60.87333333,100.0,254.6355,0.2805,212.5,-114.1666667,27.0,4.0,1e-06,27.0,5.0,1e-06,45.42459583
74,33.0,27.0,22.91,148.5,25.78,77.03,5.4,3.0,6.110233333,0.329193333,0.540540541,2156.0,17227,65.06333333,18.28666667,32.81666667,37.56666667,60.87333333,100.0,254.6355,0.2805,212.5,-114.1666667,27.0,4.0,1e-06,27.0,5.0,1e-06,53.60497159
75,33.0,27.0,22.91,148.5,25.78,77.03,5.4,3.0,6.110233333,0.329193333,0.540540541,2156.0,17227,65.06333333,18.28666667,32.81666667,37.56666667,60.87333333,100.0,254.6355,0.2805,212.5,-114.1666667,27.0,4.0,1e-06,27.0,5.0,1e-06,48.25103496
76,33.0,27.0,22.91,148.5,25.78,77.03,5.4,3.0,6.110233333,0.329193333,0.540540541,2156.0,17227,65.06333333,18.28666667,32.81666667,37.56666667,60.87333333,100.0,254.6355,0.2805,212.5,-114.1666667,27.0,4.0,1e-06,27.0,5.0,1e-06,45.4819193
77,33.0,27.0,22.91,148.5,25.78,77.03,5.4,3.0,6.110233333,0.329193333,0.540540541,2156.0,17227,65.06333333,18.28666667,32.81666667,37.56666667,60.87333333,100.0,254.6355,0.2805,212.5,-114.1666667,27.0,4.0,1e-06,27.0,5.0,1e-06,54.64620193
78,33.0,27.0,22.91,148.5,25.78,77.03,5.4,3.0,6.110233333,0.329193333,0.540540541,2156.0,17227,65.06333333,18.28666667,32.81666667,37.56666667,60.87333333,100.0,254.6355,0.2805,212.5,-114.1666667,27.0,4.0,1e-06,27.0,5.0,1e-06,58.82788334
79,33.0,27.0,22.91,148.5,25.78,77.03,5.4,3.0,6.110233333,0.329193333,0.540540541,2156.0,17227,65.06333333,18.28666667,32.81666667,37.56666667,60.87333333,100.0,254.6355,0.2805,212.5,-114.1666667,27.0,4.0,1e-06,27.0,5.0,1e-06,55.94900117
80,33.0,27.0,22.91,148.5,25.78,77.03,5.4,3.0,6.110233333,0.329193333,0.540540541,2156.0,17227,65.06333333,18.28666667,32.81666667,37.56666667,60.87333333,100.0,254.6355,0.2805,212.5,-114.1666667,27.0,4.0,1e-06,27.0,5.0,1e-06,59.64500882
81,33.0,27.0,22.91,148.5,25.78,77.03,5.4,3.0,6.110233333,0.329193333,0.540540541,2156.0,17227,65.06333333,18.28666667,32.81666667,37.56666667,60.87333333,100.0,254.6355,0.2805,212.5,-114.1666667,27.0,4.0,1e-06,27.0,5.0,1e-06,50.7154349
82,50.0,1e-06,27.91,162.5,24.78,81.03,4.4,2.5,4.222,0.468793333,0.652173913,1418.0,25000,71.77666667,17.1,28.14666667,32.93333333,58.71333333,40.0,88.572,0.168,506.0,-303.3333333,20.0,30.0,1e-06,1e-06,1e-06,1e-06,59.81837326
83,50.0,1e-06,27.91,162.5,24.78,81.03,4.4,2.5,4.222,0.468793333,0.652173913,1418.0,25000,71.77666667,17.1,28.14666667,32.93333333,58.71333333,40.0,88.572,0.168,506.0,-303.3333333,20.0,30.0,1e-06,1e-06,1e-06,1e-06,50.37391914
84,50.0,1e-06,27.91,162.5,24.78,81.03,4.4,2.5,4.222,0.468793333,0.652173913,1418.0,25000,71.77666667,17.1,28.14666667,32.93333333,58.71333333,40.0,88.572,0.168,506.0,-303.3333333,20.0,30.0,1e-06,1e-06,1e-06,1e-06,51.07967137
85,50.0,1e-06,27.91,162.5,24.78,81.03,4.4,2.5,4.222,0.468793333,0.652173913,1418.0,25000,71.77666667,17.1,28.14666667,32.93333333,58.71333333,40.0,88.572,0.168,506.0,-303.3333333,20.0,30.0,1e-06,1e-06,1e-06,1e-06,50.04678433
86,50.0,1e-06,27.91,162.5,24.78,81.03,4.4,2.5,4.222,0.468793333,0.652173913,1418.0,25000,71.77666667,17.1,28.14666667,32.93333333,58.71333333,40.0,88.572,0.168,506.0,-303.3333333,20.0,30.0,1e-06,1e-06,1e-06,1e-06,52.53070579
87,50.0,1e-06,27.91,162.5,24.78,81.03,4.4,2.5,4.222,0.468793333,0.652173913,1418.0,25000,71.77666667,17.1,28.14666667,32.93333333,58.71333333,40.0,88.572,0.168,506.0,-303.3333333,20.0,30.0,1e-06,1e-06,1e-06,1e-06,56.26770257
88,50.0,1e-06,27.91,162.5,24.78,81.03,4.4,2.5,4.222,0.468793333,0.652173913,1418.0,25000,71.77666667,17.1,28.14666667,32.93333333,58.71333333,40.0,88.572,0.168,506.0,-303.3333333,20.0,30.0,1e-06,1e-06,1e-06,1e-06,50.85839707
89,50.0,1e-06,27.91,162.5,24.78,81.03,4.4,2.5,4.222,0.468793333,0.652173913,1418.0,25000,71.77666667,17.1,28.14666667,32.93333333,58.71333333,40.0,88.572,0.168,506.0,-303.3333333,20.0,30.0,1e-06,1e-06,1e-06,1e-06,56.2981867
90,50.0,1e-06,27.91,162.5,24.78,81.03,4.4,2.5,4.222,0.468793333,0.652173913,1418.0,25000,71.77666667,17.1,28.14666667,32.93333333,58.71333333,40.0,88.572,0.168,506.0,-303.3333333,20.0,30.0,1e-06,1e-06,1e-06,1e-06,49.115251
91,50.0,1e-06,27.91,162.5,24.78,81.03,4.4,2.5,4.222,0.468793333,0.652173913,1418.0,25000,71.77666667,17.1,28.14666667,32.93333333,58.71333333,40.0,88.572,0.168,506.0,-303.3333333,20.0,30.0,1e-06,1e-06,1e-06,1e-06,55.41362062
92,1e-06,85.0,18.21,128.0,24.880000000000003,76.03,1.9,2.8,1e-06,0.375533333,0.454545455,1612.0,5026,88.58,5.486666667,17.64666667,18.48666667,72.74333333,1e-06,147.3155,0.1465,42.5,-19.16666667,1e-06,1e-06,88.0,1e-06,1e-06,1e-06,48.74143506
93,1e-06,85.0,18.21,128.0,24.880000000000003,76.03,1.9,2.8,1e-06,0.375533333,0.454545455,1612.0,5026,88.58,5.486666667,17.64666667,18.48666667,72.74333333,1e-06,147.3155,0.1465,42.5,-19.16666667,1e-06,1e-06,88.0,1e-06,1e-06,1e-06,48.12301637
